TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-29T10:30:00,99793,2406,4061,51.134,16.8842
04,kujawsko-pomorskie,2021-01-29T10:30:00,104433,2272,6959,53.1648,18.4834
06,lubelskie,2021-01-29T10:30:00,75457,2391,3664,51.2494,23.1011
08,lubuskie,2021-01-29T10:30:00,37015,959,2205,52.2275,15.2559
10,łódzkie,2021-01-29T10:30:00,97488,2641,4366,51.4635,19.1727
12,małopolskie,2021-01-29T10:30:00,117239,3039,3013,49.7225,20.2503
14,mazowieckie,2021-01-29T10:30:00,185126,4436,10006,51.8927,21.0022
16,opolskie,2021-01-29T10:30:00,40796,1189,1718,50.8004,17.938
18,podkarpackie,2021-01-29T10:30:00,66011,2162,2053,50.0575,22.0896
20,podlaskie,2021-01-29T10:30:00,40678,1081,2286,53.0697,22.9675
22,pomorskie,2021-01-29T10:30:00,102042,2182,7494,54.2944,18.1531
24,śląskie,2021-01-29T10:30:00,171997,4106,5661,50.5717,19.322
26,świętokrzyskie,2021-01-29T10:30:00,38464,1104,1328,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-29T10:30:00,66960,1679,4843,53.8671,53.8671
30,wielkopolskie,2021-01-29T10:30:00,153245,3898,7694,52.28,17.3523
32,zachodniopomorskie,2021-01-29T10:30:00,78559,1524,6091,53.4658,15.1823
,nieokreślono,2021-01-29T10:30:00,33371,13,1191132,52.0693,19.4803
