TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-21 10:30:00,294749,5735,192896,51.134,16.8842
04,kujawsko-pomorskie,2021-12-21 10:30:00,234626,5741,135766,53.1648,18.4834
06,lubelskie,2021-12-21 10:30:00,207896,6567,137075,51.2494,23.1011
08,lubuskie,2021-12-21 10:30:00,100213,2365,64622,52.2275,15.2559
10,łódzkie,2021-12-21 10:30:00,244827,6241,149323,51.4635,19.1727
12,małopolskie,2021-12-21 10:30:00,306654,7250,184589,49.7225,20.2503
14,mazowieckie,2021-12-21 10:30:00,591299,11834,414076,51.8927,21.0022
16,opolskie,2021-12-21 10:30:00,99572,2620,57180,50.8004,17.938
18,podkarpackie,2021-12-21 10:30:00,171387,5594,105280,50.0575,22.0896
20,podlaskie,2021-12-21 10:30:00,108735,3102,72154,53.0697,22.9675
22,pomorskie,2021-12-21 10:30:00,255622,5137,159057,54.2944,18.1531
24,śląskie,2021-12-21 10:30:00,481878,11054,304194,50.5717,19.322
26,świętokrzyskie,2021-12-21 10:30:00,95752,3124,57177,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-21 10:30:00,161282,3644,98244,53.8671,20.7028
30,wielkopolskie,2021-12-21 10:30:00,375101,8393,223808,52.28,17.3523
32,zachodniopomorskie,2021-12-21 10:30:00,187727,3566,113044,53.4658,15.1823
,nieokreślono,2021-12-21 10:30:00,64937,85,1006912,52.0693,19.4803
