TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-06T10:31:00,101956,2492,6367,51.134,16.8842
04,kujawsko-pomorskie,2021-02-06T10:31:00,107669,2477,10773,53.1648,18.4834
06,lubelskie,2021-02-06T10:31:00,77211,2520,5749,51.2494,23.1011
08,lubuskie,2021-02-06T10:31:00,38160,1007,3390,52.2275,15.2559
10,łódzkie,2021-02-06T10:31:00,99390,2777,6575,51.4635,19.1727
12,małopolskie,2021-02-06T10:31:00,119055,3121,4637,49.7225,20.2503
14,mazowieckie,2021-02-06T10:31:00,190953,4825,15769,51.8927,21.0022
16,opolskie,2021-02-06T10:31:00,41479,1231,2431,50.8004,17.938
18,podkarpackie,2021-02-06T10:31:00,67321,2236,3257,50.0575,22.0896
20,podlaskie,2021-02-06T10:31:00,42068,1145,3719,53.0697,22.9675
22,pomorskie,2021-02-06T10:31:00,105379,2335,11245,54.2944,18.1531
24,śląskie,2021-02-06T10:31:00,175052,4235,8719,50.5717,19.322
26,świętokrzyskie,2021-02-06T10:31:00,39201,1157,1976,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-06T10:31:00,69443,1737,7181,53.8671,20.7028
30,wielkopolskie,2021-02-06T10:31:00,156394,4051,11514,52.28,17.3523
32,zachodniopomorskie,2021-02-06T10:31:00,80631,1632,8736,53.4658,15.1823
,nieokreślono,2021-02-06T10:31:00,34168,16,1189533,52.0693,19.4803
