TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-29T10:30:00,213179,4907,122852,51.134,16.8842
04,kujawsko-pomorskie,2021-06-29T10:30:00,180601,4775,88998,53.1648,18.4834
06,lubelskie,2021-06-29T10:30:00,126885,4460,58852,51.2494,23.1011
08,lubuskie,2021-06-29T10:30:00,74021,2044,42219,52.2275,15.2559
10,łódzkie,2021-06-29T10:30:00,180090,5113,92377,51.4635,19.1727
12,małopolskie,2021-06-29T10:30:00,222633,5843,112459,49.7225,20.2503
14,mazowieckie,2021-06-29T10:30:00,396567,9429,235478,51.8927,21.0022
16,opolskie,2021-06-29T10:30:00,69943,2049,32289,50.8004,17.938
18,podkarpackie,2021-06-29T10:30:00,126536,4447,64796,50.0575,22.0896
20,podlaskie,2021-06-29T10:30:00,69907,2142,33922,53.0697,22.9675
22,pomorskie,2021-06-29T10:30:00,192310,4475,104646,54.2944,18.1531
24,śląskie,2021-06-29T10:30:00,362445,9409,203582,50.5717,19.322
26,świętokrzyskie,2021-06-29T10:30:00,73024,2560,37282,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-29T10:30:00,121880,3003,63699,53.8671,20.7028
30,wielkopolskie,2021-06-29T10:30:00,285587,7355,147705,52.28,17.3523
32,zachodniopomorskie,2021-06-29T10:30:00,129873,2925,62320,53.4658,15.1823
,nieokreślono,2021-06-29T10:30:00,54330,69,1148283,52.0693,19.4803
