TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-24T10:30:00,200645,4110,98537,51.134,16.8842
04,kujawsko-pomorskie,2021-04-24T10:30:00,174247,4270,76831,53.1648,18.4834
06,lubelskie,2021-04-24T10:30:00,120147,4023,46863,51.2494,23.1011
08,lubuskie,2021-04-24T10:30:00,71275,1805,36655,52.2275,15.2559
10,łódzkie,2021-04-24T10:30:00,170095,4389,73625,51.4635,19.1727
12,małopolskie,2021-04-24T10:30:00,212611,5019,92463,49.7225,20.2503
14,mazowieckie,2021-04-24T10:30:00,380406,8380,204038,51.8927,21.0022
16,opolskie,2021-04-24T10:30:00,65697,1824,24789,50.8004,17.938
18,podkarpackie,2021-04-24T10:30:00,123257,3962,57912,50.0575,22.0896
20,podlaskie,2021-04-24T10:30:00,67315,1942,29155,53.0697,22.9675
22,pomorskie,2021-04-24T10:30:00,185395,4002,92133,54.2944,18.1531
24,śląskie,2021-04-24T10:30:00,344195,7675,165839,50.5717,19.322
26,świętokrzyskie,2021-04-24T10:30:00,69621,2063,30464,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-24T10:30:00,118631,2737,57712,53.8671,20.7028
30,wielkopolskie,2021-04-24T10:30:00,271700,6421,121761,52.28,17.3523
32,zachodniopomorskie,2021-04-24T10:30:00,123253,2513,50460,53.4658,15.1823
,nieokreślono,2021-04-24T10:30:00,53142,87,1163422,52.0693,19.4803
