TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-17 10:30:00,233917,5089,135137,51.134,16.8842
04,kujawsko-pomorskie,2021-11-17 10:30:00,195738,5028,97989,53.1648,18.4834
06,lubelskie,2021-11-17 10:30:00,178404,5403,97297,51.2494,23.1011
08,lubuskie,2021-11-17 10:30:00,79991,2089,45883,52.2275,15.2559
10,łódzkie,2021-11-17 10:30:00,202479,5451,106359,51.4635,19.1727
12,małopolskie,2021-11-17 10:30:00,245553,6156,126357,49.7225,20.2503
14,mazowieckie,2021-11-17 10:30:00,474170,10069,283415,51.8927,21.0022
16,opolskie,2021-11-17 10:30:00,76343,2161,35893,50.8004,17.938
18,podkarpackie,2021-11-17 10:30:00,144043,4725,76213,50.0575,22.0896
20,podlaskie,2021-11-17 10:30:00,93998,2478,52016,53.0697,22.9675
22,pomorskie,2021-11-17 10:30:00,211139,4610,116285,54.2944,18.1531
24,śląskie,2021-11-17 10:30:00,388777,9760,218075,50.5717,19.322
26,świętokrzyskie,2021-11-17 10:30:00,79649,2710,41417,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-17 10:30:00,135279,3162,71980,53.8671,20.7028
30,wielkopolskie,2021-11-17 10:30:00,306942,7586,159681,52.28,17.3523
32,zachodniopomorskie,2021-11-17 10:30:00,149567,3070,74873,53.4658,15.1823
,nieokreślono,2021-11-17 10:30:00,58886,77,1093033,52.0693,19.4803
