TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-09T10:30:00,102788,2517,7407,51.134,16.8842
04,kujawsko-pomorskie,2021-02-09T10:30:00,109184,2530,12399,53.1648,18.4834
06,lubelskie,2021-02-09T10:30:00,78044,2592,6678,51.2494,23.1011
08,lubuskie,2021-02-09T10:30:00,38776,1022,3998,52.2275,15.2559
10,łódzkie,2021-02-09T10:30:00,100227,2825,7558,51.4635,19.1727
12,małopolskie,2021-02-09T10:30:00,119895,3155,5493,49.7225,20.2503
14,mazowieckie,2021-02-09T10:30:00,193811,4922,18921,51.8927,21.0022
16,opolskie,2021-02-09T10:30:00,41731,1250,2841,50.8004,17.938
18,podkarpackie,2021-02-09T10:30:00,68115,2258,3878,50.0575,22.0896
20,podlaskie,2021-02-09T10:30:00,42786,1169,4449,53.0697,22.9675
22,pomorskie,2021-02-09T10:30:00,107208,2374,13027,54.2944,18.1531
24,śląskie,2021-02-09T10:30:00,176647,4299,10144,50.5717,19.322
26,świętokrzyskie,2021-02-09T10:30:00,39614,1189,2330,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-09T10:30:00,70825,1778,8303,53.8671,53.8671
30,wielkopolskie,2021-02-09T10:30:00,157868,4153,13383,52.28,17.3523
32,zachodniopomorskie,2021-02-09T10:30:00,81526,1670,10004,53.4658,15.1823
,nieokreślono,2021-02-09T10:30:00,34600,18,1188822,52.0693,19.4803
