TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-17T10:30:00,193331,3881,84887,51.134,16.8842
04,kujawsko-pomorskie,2021-04-17T10:30:00,170467,4093,69844,53.1648,18.4834
06,lubelskie,2021-04-17T10:30:00,116859,3857,40906,51.2494,23.1011
08,lubuskie,2021-04-17T10:30:00,69486,1695,33193,52.2275,15.2559
10,łódzkie,2021-04-17T10:30:00,164715,4145,63444,51.4635,19.1727
12,małopolskie,2021-04-17T10:30:00,206172,4784,80414,49.7225,20.2503
14,mazowieckie,2021-04-17T10:30:00,370649,7981,184657,51.8927,21.0022
16,opolskie,2021-04-17T10:30:00,63536,1753,20999,50.8004,17.938
18,podkarpackie,2021-04-17T10:30:00,120812,3734,52076,50.0575,22.0896
20,podlaskie,2021-04-17T10:30:00,66005,1865,26374,53.0697,22.9675
22,pomorskie,2021-04-17T10:30:00,181851,3836,84886,54.2944,18.1531
24,śląskie,2021-04-17T10:30:00,331834,7044,143674,50.5717,19.322
26,świętokrzyskie,2021-04-17T10:30:00,67334,1974,26461,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-17T10:30:00,116878,2665,54102,53.8671,20.7028
30,wielkopolskie,2021-04-17T10:30:00,263812,6043,106503,52.28,17.3523
32,zachodniopomorskie,2021-04-17T10:30:00,119869,2390,45007,53.4658,15.1823
,nieokreślono,2021-04-17T10:30:00,52264,85,1167794,52.0693,19.4803
