TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-20T10:31:00,213078,4899,122684,51.134,16.8842
04,kujawsko-pomorskie,2021-06-20T10:31:00,180570,4764,88896,53.1648,18.4834
06,lubelskie,2021-06-20T10:31:00,126803,4440,58692,51.2494,23.1011
08,lubuskie,2021-06-20T10:31:00,74013,2041,42187,52.2275,15.2559
10,łódzkie,2021-06-20T10:31:00,180002,5103,92205,51.4635,19.1727
12,małopolskie,2021-06-20T10:31:00,222558,5820,112318,49.7225,20.2503
14,mazowieckie,2021-06-20T10:31:00,396450,9409,235202,51.8927,21.0022
16,opolskie,2021-06-20T10:31:00,69922,2044,32221,50.8004,17.938
18,podkarpackie,2021-06-20T10:31:00,126488,4442,64749,50.0575,22.0896
20,podlaskie,2021-06-20T10:31:00,69873,2141,33866,53.0697,22.9675
22,pomorskie,2021-06-20T10:31:00,192266,4465,104558,54.2944,18.1531
24,śląskie,2021-06-20T10:31:00,362331,9379,203354,50.5717,19.322
26,świętokrzyskie,2021-06-20T10:31:00,72980,2550,37231,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-20T10:31:00,121843,2999,63657,53.8671,20.7028
30,wielkopolskie,2021-06-20T10:31:00,285462,7347,147515,52.28,17.3523
32,zachodniopomorskie,2021-06-20T10:31:00,129822,2916,62215,53.4658,15.1823
,nieokreślono,2021-06-20T10:31:00,54306,69,1148926,52.0693,19.4803
