TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-28T10:31:00,213159,4905,122840,51.134,16.8842
04,kujawsko-pomorskie,2021-06-28T10:31:00,180595,4775,88988,53.1648,18.4834
06,lubelskie,2021-06-28T10:31:00,126879,4459,58842,51.2494,23.1011
08,lubuskie,2021-06-28T10:31:00,74021,2043,42217,52.2275,15.2559
10,łódzkie,2021-06-28T10:31:00,180077,5111,92363,51.4635,19.1727
12,małopolskie,2021-06-28T10:31:00,222625,5837,112450,49.7225,20.2503
14,mazowieckie,2021-06-28T10:31:00,396558,9428,235467,51.8927,21.0022
16,opolskie,2021-06-28T10:31:00,69941,2049,32284,50.8004,17.938
18,podkarpackie,2021-06-28T10:31:00,126536,4446,64793,50.0575,22.0896
20,podlaskie,2021-06-28T10:31:00,69903,2142,33915,53.0697,22.9675
22,pomorskie,2021-06-28T10:31:00,192305,4470,104634,54.2944,18.1531
24,śląskie,2021-06-28T10:31:00,362427,9406,203563,50.5717,19.322
26,świętokrzyskie,2021-06-28T10:31:00,73017,2557,37280,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-28T10:31:00,121876,3002,63697,53.8671,20.7028
30,wielkopolskie,2021-06-28T10:31:00,285575,7355,147688,52.28,17.3523
32,zachodniopomorskie,2021-06-28T10:31:00,129866,2925,62310,53.4658,15.1823
,nieokreślono,2021-06-28T10:31:00,54329,69,1148350,52.0693,19.4803
