TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-18T10:30:00,211099,4668,118248,51.134,16.8842
04,kujawsko-pomorskie,2021-05-18T10:30:00,179605,4654,86582,53.1648,18.4834
06,lubelskie,2021-05-18T10:30:00,125433,4291,55955,51.2494,23.1011
08,lubuskie,2021-05-18T10:30:00,73607,1966,41241,52.2275,15.2559
10,łódzkie,2021-05-18T10:30:00,178246,4901,88273,51.4635,19.1727
12,małopolskie,2021-05-18T10:30:00,220890,5597,108777,49.7225,20.2503
14,mazowieckie,2021-05-18T10:30:00,393682,9095,229242,51.8927,21.0022
16,opolskie,2021-05-18T10:30:00,69139,1982,30574,50.8004,17.938
18,podkarpackie,2021-05-18T10:30:00,125931,4319,63643,50.0575,22.0896
20,podlaskie,2021-05-18T10:30:00,69257,2078,32667,53.0697,22.9675
22,pomorskie,2021-05-18T10:30:00,191140,4331,101877,54.2944,18.1531
24,śląskie,2021-05-18T10:30:00,359756,8850,197248,50.5717,19.322
26,świętokrzyskie,2021-05-18T10:30:00,72392,2387,35975,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-18T10:30:00,121273,2875,62401,53.8671,20.7028
30,wielkopolskie,2021-05-18T10:30:00,282938,7068,142510,52.28,17.3523
32,zachodniopomorskie,2021-05-18T10:30:00,128632,2790,59643,53.4658,15.1823
,nieokreślono,2021-05-18T10:30:00,53904,68,1154360,52.0693,19.4803
