TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-18 10:30:00,214326,4945,123843,51.134,16.8842
04,kujawsko-pomorskie,2021-09-18 10:30:00,181268,4802,89685,53.1648,18.4834
06,lubelskie,2021-09-18 10:30:00,128531,4505,59874,51.2494,23.1011
08,lubuskie,2021-09-18 10:30:00,74315,2061,42492,52.2275,15.2559
10,łódzkie,2021-09-18 10:30:00,181192,5154,93548,51.4635,19.1727
12,małopolskie,2021-09-18 10:30:00,224469,5882,114151,49.7225,20.2503
14,mazowieckie,2021-09-18 10:30:00,399051,9479,237633,51.8927,21.0022
16,opolskie,2021-09-18 10:30:00,70332,2057,32619,50.8004,17.938
18,podkarpackie,2021-09-18 10:30:00,127676,4477,65599,50.0575,22.0896
20,podlaskie,2021-09-18 10:30:00,70764,2154,34588,53.0697,22.9675
22,pomorskie,2021-09-18 10:30:00,193354,4502,105572,54.2944,18.1531
24,śląskie,2021-09-18 10:30:00,363844,9444,204972,50.5717,19.322
26,świętokrzyskie,2021-09-18 10:30:00,73404,2591,37735,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-18 10:30:00,122445,3022,64171,53.8671,20.7028
30,wielkopolskie,2021-09-18 10:30:00,286729,7391,148689,52.28,17.3523
32,zachodniopomorskie,2021-09-18 10:30:00,130875,2945,63089,53.4658,15.1823
,nieokreślono,2021-09-18 10:30:00,54820,76,1140760,52.0693,19.4803
