TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-21T10:30:00,213330,4932,123052,51.134,16.8842
04,kujawsko-pomorskie,2021-07-21T10:30:00,180695,4787,89118,53.1648,18.4834
06,lubelskie,2021-07-21T10:30:00,127005,4475,59007,51.2494,23.1011
08,lubuskie,2021-07-21T10:30:00,74048,2052,42253,52.2275,15.2559
10,łódzkie,2021-07-21T10:30:00,180226,5128,92794,51.4635,19.1727
12,małopolskie,2021-07-21T10:30:00,222779,5864,112644,49.7225,20.2503
14,mazowieckie,2021-07-21T10:30:00,396851,9454,235816,51.8927,21.0022
16,opolskie,2021-07-21T10:30:00,69984,2053,32341,50.8004,17.938
18,podkarpackie,2021-07-21T10:30:00,126601,4459,64874,50.0575,22.0896
20,podlaskie,2021-07-21T10:30:00,69990,2145,34000,53.0697,22.9675
22,pomorskie,2021-07-21T10:30:00,192413,4487,104767,54.2944,18.1531
24,śląskie,2021-07-21T10:30:00,362599,9421,203835,50.5717,19.322
26,świętokrzyskie,2021-07-21T10:30:00,73079,2574,37374,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-21T10:30:00,121953,3011,63787,53.8671,20.7028
30,wielkopolskie,2021-07-21T10:30:00,285799,7374,147949,52.28,17.3523
32,zachodniopomorskie,2021-07-21T10:30:00,129963,2933,62432,53.4658,15.1823
,nieokreślono,2021-07-21T10:30:00,54403,73,1146982,52.0693,19.4803
