TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-24T10:30:00,97708,2291,2053,51.134,16.8842
04,kujawsko-pomorskie,2021-01-24T10:30:00,101429,2126,3653,53.1648,18.4834
06,lubelskie,2021-01-24T10:30:00,73749,2280,1815,51.2494,23.1011
08,lubuskie,2021-01-24T10:30:00,36039,895,1130,52.2275,15.2559
10,łódzkie,2021-01-24T10:30:00,95687,2518,2306,51.4635,19.1727
12,małopolskie,2021-01-24T10:30:00,115801,2958,1536,49.7225,20.2503
14,mazowieckie,2021-01-24T10:30:00,180283,4185,4983,51.8927,21.0022
16,opolskie,2021-01-24T10:30:00,40170,1164,900,50.8004,17.938
18,podkarpackie,2021-01-24T10:30:00,64990,2106,970,50.0575,22.0896
20,podlaskie,2021-01-24T10:30:00,39407,1021,1120,53.0697,22.9675
22,pomorskie,2021-01-24T10:30:00,98950,2052,3746,54.2944,18.1531
24,śląskie,2021-01-24T10:30:00,169408,3964,2901,50.5717,19.322
26,świętokrzyskie,2021-01-24T10:30:00,37952,1071,636,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-24T10:30:00,64886,1572,2578,53.8671,20.7028
30,wielkopolskie,2021-01-24T10:30:00,150073,3713,4053,52.28,17.3523
32,zachodniopomorskie,2021-01-24T10:30:00,76503,1434,3289,53.4658,15.1823
,nieokreślono,2021-01-24T10:30:00,32410,13,1192777,52.0693,19.4803
