TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-28 10:31:00,301885,5953,204952,51.134,16.8842
04,kujawsko-pomorskie,2021-12-28 10:31:00,238986,5918,143204,53.1648,18.4834
06,lubelskie,2021-12-28 10:31:00,210395,6702,140999,51.2494,23.1011
08,lubuskie,2021-12-28 10:31:00,102449,2429,68913,52.2275,15.2559
10,łódzkie,2021-12-28 10:31:00,249992,6456,157494,51.4635,19.1727
12,małopolskie,2021-12-28 10:31:00,314449,7580,196684,49.7225,20.2503
14,mazowieckie,2021-12-28 10:31:00,603184,12122,433060,51.8927,21.0022
16,opolskie,2021-12-28 10:31:00,102382,2719,61971,50.8004,17.938
18,podkarpackie,2021-12-28 10:31:00,174138,5820,109840,50.0575,22.0896
20,podlaskie,2021-12-28 10:31:00,109733,3175,73929,53.0697,22.9675
22,pomorskie,2021-12-28 10:31:00,261332,5253,167967,54.2944,18.1531
24,śląskie,2021-12-28 10:31:00,492482,11414,322614,50.5717,19.322
26,świętokrzyskie,2021-12-28 10:31:00,97725,3192,60334,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-28 10:31:00,163997,3762,103176,53.8671,20.7028
30,wielkopolskie,2021-12-28 10:31:00,383738,8658,237555,52.28,17.3523
32,zachodniopomorskie,2021-12-28 10:31:00,192201,3673,120467,53.4658,15.1823
,nieokreślono,2021-12-28 10:31:00,65647,88,992755,52.0693,19.4803
