TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-08T10:30:00,118008,2833,17888,51.134,16.8842
04,kujawsko-pomorskie,2021-03-08T10:30:00,124580,2908,25821,53.1648,18.4834
06,lubelskie,2021-03-08T10:30:00,86404,2979,14260,51.2494,23.1011
08,lubuskie,2021-03-08T10:30:00,47013,1213,10340,52.2275,15.2559
10,łódzkie,2021-03-08T10:30:00,111769,3132,16741,51.4635,19.1727
12,małopolskie,2021-03-08T10:30:00,134405,3447,14877,49.7225,20.2503
14,mazowieckie,2021-03-08T10:30:00,235752,5781,50136,51.8927,21.0022
16,opolskie,2021-03-08T10:30:00,45215,1367,5555,50.8004,17.938
18,podkarpackie,2021-03-08T10:30:00,81251,2581,13035,50.0575,22.0896
20,podlaskie,2021-03-08T10:30:00,49948,1432,10839,53.0697,22.9675
22,pomorskie,2021-03-08T10:30:00,128990,2877,30250,54.2944,18.1531
24,śląskie,2021-03-08T10:30:00,200245,4829,26617,50.5717,19.322
26,świętokrzyskie,2021-03-08T10:30:00,44356,1325,5777,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-08T10:30:00,88097,2020,22308,53.8671,20.7028
30,wielkopolskie,2021-03-08T10:30:00,175886,4603,27863,52.28,17.3523
32,zachodniopomorskie,2021-03-08T10:30:00,90256,1925,18152,53.4658,15.1823
,nieokreślono,2021-03-08T10:30:00,38908,65,1183624,52.0693,19.4803
